"FTR","Home_Overall","Away_Overall","HGKPP","AGKPP","HCKPP","ACKPP","HSTKPP","ASTKPP","HForm","AForm","HSt","ASt","HStWeighted","AStWeighted","HTGD","ATGD","Home_Score","Away_Score"
"D",-2.03615584024863,0.27326467215519,-0.951105714273495,0.67912555052202,-1.38503943178166,0.0549827416069996,-1.43756334508194,0.975286036922592,0.313512019035605,0.275845363161529,0.682878528714373,0.885740029875692,0.66163485872361,0.893990083826973,0.262353684982793,0.29925855656671,1.784960137001,3.21457443492036
"H",1.17139904357089,-0.302029374487313,1.03201712616333,-0.1554544312763,2.4468386584414,-0.353304943593524,2.05995345462305,-0.800942385603837,0.714376746640892,-0.252648728601036,0.385768135086468,-0.29824610817496,-0.0860173913736938,-0.666939153371428,0.201420554877165,-0.00808939816863425,0.822098990134599,0.794887529484651
"H",-0.286580449074346,-0.302029374487313,-0.101195925514857,1.79189885958645,0.45993890795537,-0.625496733727206,-0.038556625199947,-0.527676474445925,-0.158852097827977,0.649851627907834,-0.802673439425146,0.885740029875692,-0.272930453898018,0.893990083826973,-0.164178225756605,0.360728147513778,0.845430934190154,-0.515199839449871
"H",0.296611347983747,-1.74026449109357,-0.101195925514857,-1.54642106760683,0.318017497206368,-1.57816799919509,1.92005278263485,-2.1672719413934,-0.111281222161462,-0.704710270049923,0.0886577414585668,-0.890239177200284,0.474721796199287,-1.03421662094752,0.01862116456028,-0.376906943851047,1.2080051514143,-0.308654446512885
"A",-0.869772246132439,-0.0143823511660618,-0.101195925514857,-1.26822774034073,0.885703140202378,0.463270426807523,-0.318357969176346,-0.937575341182793,-0.217677273977771,-0.706556838924653,0.0886577414585668,-1.48223224622561,-0.553300047684508,-1.30967472162959,-0.103245095650976,-0.561315716692253,-0.259109561266147,0.528862390596889
"A",-0.578176347603393,1.9991468120827,0.465410600324235,2.62647884138477,-0.391589556538645,1.00765400707489,0.241244718776453,3.4346792373438,-0.0270220913057715,1.85847870641125,0.0886577414585668,2.365722702439,0.474721796199287,2.1794612203433,0.0795542946659081,0.913954466037397,0.805789670317294,1.26262062958952
"H",-0.869772246132439,-1.16497044445107,1.88192691492196,-0.1554544312763,0.743781729453375,1.68813348240909,0.241244718776453,0.0188553478698993,1.24101743465562,-0.540771885351335,1.87132010322599,-0.594242642687625,1.40928710882091,-0.666939153371428,0.445153075299677,-0.069558989115703,1.85266040489349,1.67077773598212
"A",0.00501544945470034,-0.877323421129816,-1.51771224011259,-0.990034413074619,-0.817353788785652,0.0549827416069996,-1.29766267309374,-1.21084125234071,-0.629679915212998,-0.746147275598879,-0.505563045797245,-0.890239177200284,-0.92712617273316,-0.758758520265451,-0.346977616073489,-0.253967761956909,0.796829259998742,0.8111957806212
"H",-1.16136814466149,-0.589676397808565,-1.51771224011259,0.122738895989807,-0.391589556538645,-0.489400838660365,-0.877960657129145,0.0188553478698993,-0.550760836898435,-0.50146311933233,-1.39689422668096,-0.00224957366229594,-1.20749576651965,-0.299661685795334,-0.468843876284745,-0.069558989115703,0.951565624500855,0.0419112632389418
"H",2.04618673915803,-0.589676397808565,2.44853344076106,0.400932223255914,1.45338878319839,-0.217209048526683,3.03925815854045,0.292121259027812,2.47771273847095,-0.255465187188942,2.4655408904818,-0.00224957366229594,2.34385242144254,0.434893249356855,1.05448437635596,-0.131028580062772,0.18341387309902,-0.318852088561293
"H",-1.16136814466149,-0.877323421129816,-0.101195925514857,-0.433647758542406,1.45338878319839,1.14374990214173,0.241244718776453,-1.07420829676175,-0.73900113739976,-0.621817793263264,-0.802673439425146,-0.890239177200284,-1.02058270399532,-1.30967472162959,-0.103245095650976,-0.253967761956909,-0.0268399286824304,-0.209009273204725
"H",-0.869772246132439,-2.02791151441482,-0.667802451353949,-0.990034413074619,-0.67543237803665,-0.897688523860888,-1.15776200110554,-1.75737307465653,-0.485595798683902,0.228582802126573,-0.208452652169339,-0.00224957366229594,0.38126526493712,0.159435148674783,-0.103245095650976,0.237788965619641,1.46674659009981,0.751531473989289
"H",0.296611347983747,-0.0143823511660618,0.748713863243781,-1.82461439487294,-0.10774673504064,-0.217209048526683,0.940748078717452,-1.07420829676175,0.363674349936031,-0.881902218190002,0.979988922342279,-1.48223224622561,0.568178327461448,-1.49331345541764,0.323286815088421,-0.499846125745184,0.490988163642171,0.71086419325494
"H",-0.286580449074346,-0.877323421129816,-0.667802451353949,1.79189885958645,-0.391589556538645,0.599366321874364,-0.738059985140946,0.155488303448856,-0.534114599210325,1.32478633198663,-1.09978383305305,1.77372963341368,-1.11403923525748,1.44490628519111,-0.286044485967861,0.483667329407916,0.0881431070585384,1.79566326975198
"D",0.00501544945470034,0.27326467215519,-0.667802451353949,0.122738895989807,0.0341746757083625,0.191078636673841,-0.877960657129145,1.38518490365946,-0.307615439738805,-0.00343869273839798,-0.505563045797245,0.885740029875692,0.00743913988846811,1.07762881761502,-0.407910746179117,0.114849783725503,-0.361983007889373,0.344784418250704
"D",-0.578176347603393,-1.74026449109357,0.465410600324235,-1.82461439487294,-0.249668145789642,-0.761592628794048,0.101344046788253,-2.30390489697235,-0.536117404040519,-1.02450523900896,0.0886577414585668,-1.77822878073827,-0.0860173913736938,-1.76877155609971,-0.225111355862233,-0.561315716692253,-0.629302466394599,0.300828955533127
"A",1.17139904357089,0.27326467215519,1.88192691492196,0.67912555052202,1.73723160469639,0.327174531740682,1.92005278263485,0.70202012576468,0.756416329724171,0.385587438825833,0.385768135086468,0.885740029875692,0.287808733674958,0.893990083826973,0.506086205405305,0.483667329407916,-0.344702275561778,0.651703046070718
"A",-2.03615584024863,1.9991468120827,-0.951105714273495,1.23551220505423,-1.24311802103266,1.68813348240909,-1.15776200110554,1.38518490365946,-0.191907247637291,2.58414231315215,-0.208452652169339,2.365722702439,-0.36638698516018,2.1794612203433,0.201420554877165,1.15983282982567,0.788178128495939,1.04596376511221
"D",0.296611347983747,-0.877323421129816,0.182107337404689,-0.433647758542406,0.601860318704372,-1.57816799919509,0.940748078717452,-1.21084125234071,-0.0398986987256449,-0.0481282840600261,0.385768135086468,0.589743495363028,0.755091389985772,1.07762881761502,0.140487424771536,-0.069558989115703,0.0690588841486859,1.23345911121555
"H",-0.578176347603393,-0.302029374487313,-0.101195925514857,-0.1554544312763,-0.959275199534655,-0.897688523860888,-0.458258641164546,-0.937575341182793,-0.7110483789996,0.267904841392893,-0.802673439425146,-0.594242642687625,-0.833669641470998,-0.116022952007289,-0.164178225756605,-0.192498171009841,0.479435556572033,1.04032729132314
"A",0.00501544945470034,-1.16497044445107,-1.80101550303213,0.67912555052202,0.0341746757083625,1.14374990214173,-0.598159313152746,0.975286036922592,-0.981581476151554,-0.567517034962272,-1.39689422668096,-0.00224957366229594,-1.5813218915683,-0.116022952007289,-0.65164326660163,0.0533801927784345,0.515955225955666,0.905255759927298
"A",-0.286580449074346,-0.0143823511660618,0.465410600324235,-0.433647758542406,-1.10119661028366,0.0549827416069996,-0.178457297188146,-1.21084125234071,0.654994937131021,-0.255679339954948,0.979988922342279,-0.29824610817496,1.50274364008308,-0.116022952007289,-0.0423119655453482,-0.438376534798116,1.13660731424778,1.29422585645141
"D",-0.869772246132439,-1.16497044445107,-0.667802451353949,-0.990034413074619,2.0210744261944,-0.761592628794048,-0.877960657129145,-0.937575341182793,-0.796633490501061,-0.350441434220899,-1.09978383305305,-0.594242642687625,-1.5813218915683,-0.116022952007289,-0.407910746179117,-0.376906943851047,0.622334844833064,-0.0193348310246525
"A",-1.16136814466149,-0.302029374487313,-0.951105714273495,-0.1554544312763,-1.10119661028366,-1.57816799919509,-0.598159313152746,-0.117777607709057,-0.448030908068883,-0.0709270283514169,-0.505563045797245,0.885740029875692,0.00743913988846811,0.434893249356855,-0.346977616073489,-0.131028580062772,1.82871262875943,0.433175026010878
"A",-2.03615584024863,-0.0143823511660618,-0.951105714273495,-1.82461439487294,-1.52696084253066,0.463270426807523,-1.29766267309374,-0.937575341182793,-0.547091725505272,-1.10404670452904,-0.505563045797245,-1.77822878073827,-0.92712617273316,-1.86059092299373,-0.103245095650976,-0.807194080480528,0.767922819694642,0.665303275616576
